INV_TYPE,EMP_NO,ARROND,ARROND_NOM,Rue,Rue_cote,No_civique,Emplacement,Coord_X,Coord_Y,SIGLE,Essence_latin,Essence_fr,Essence_ang,DHP,Date_releve,Date_plantation,LOCALISATION,Localisation_code,CODE_PARC,NOM_PARC,Rue_de,Rue_a,Distance_pave,Distance_ligne_rue,Stationnement_jour,Stationnement_heure,District,Remarquable,Code_secteur,Nom_secteur,Coord_X,Coord_Y,Latitude,Longitude
,0002039,15,Outremont,"L'EPEE, DE",,   279,parterre,"296866,85","5042069,54",,PLATANUS OCCIDENTALIS,,,"4,00",2025-02.27,,façade,,,,FAIRMOUNT,ELMWOOD,"0,00",,Tout temps,,I,,4,,"296866,85","5042069,54",,
,0002040,15,Outremont,"L'EPEE, DE",,   283,parterre,"296850,05","5042079,80",,GLEDITSIA T. I.  SHADEMASTER,,,"9,00",2025-02.27,,façade,,,,FAIRMOUNT,ELMWOOD,"0,00",,Tout temps,,I,,4,,"296850,05","5042079,80",,
,0002041,15,Outremont,"L'EPEE, DE",,   287,parterre,"296836,28","5042088,20",,FRAXINUS PENNSYLVANICA,,,"27,00",2025-02.27,,façade,,,,FAIRMOUNT,ELMWOOD,"3,40",,Tout temps,,I,,4,,"296836,28","5042088,20",,
,0002042,15,Outremont,"L'EPEE, DE",,   287,parterre,"296831,95","5042091,19",,ACER SACCHARINUM,,,"80,00",2024-07.25,,façade,,,,FAIRMOUNT,ELMWOOD,"3,40",,Tout temps,,I,,4,,"296831,95","5042091,19",,
,0002043,15,Outremont,"L'EPEE, DE",,   291,parterre,"296820,97","5042097,48",,CELTIS OCCIDENTALIS,,,"10,00",2025-02.27,,façade,,,,FAIRMOUNT,ELMWOOD,"0,00",,Tout temps,,I,,4,,"296820,97","5042097,48",,
,0002044,15,Outremont,"L'EPEE, DE",,   293,parterre,"296814,35","5042101,37",,ACER PLATANOIDES,,,"65,00",2024-06.06,,façade,,,,FAIRMOUNT,ELMWOOD,"0,00",,Tout temps,,I,,,,"296814,35","5042101,37",,
,0002045,15,Outremont,"L'EPEE, DE",,   297,parterre,"296805,66","5042107,76",,ACER PLATANOIDES,,,"42,00",2024-07.25,,façade,,,,FAIRMOUNT,ELMWOOD,"3,60",,Tout temps,,I,,4,,"296805,66","5042107,76",,
,0002047,15,Outremont,FAIRMOUNT,,  1186,parterre,"296975,32","5041945,28",,ACER PLATANOIDES,,,"30,00",2025-06.30,,sur le côté façade,,,,"L'EPEE, DE",BLOOMFIELD,"2,70",,Tout temps,,P,,4,,"296975,32","5041945,28",,
,0002048,15,Outremont,FAIRMOUNT,,  1150,parterre,"296988,83","5041962,77",,ACER PLATANOIDES,,,"33,00",2024-07.25,,sur le côté façade,,,,"L'EPEE, DE",BLOOMFIELD,"2,70",,Tout temps,,P,,4,,"296988,83","5041962,77",,
,0002049,15,Outremont,FAIRMOUNT,,  1185,parterre,"296975,42","5041974,89",,ACER PLATANOIDES,,,"51,00",2025-06.30,,droite,,,,"L'EPEE, DE",BLOOMFIELD,"2,90",,Mer 9h-11h,,I,,4,,"296975,42","5041974,89",,
,0002050,15,Outremont,FAIRMOUNT,,  1185,parterre,"296970,42","5041964,33",,ACER PLATANOIDES,,,"34,00",2025-06.30,,droite,,,,"L'EPEE, DE",BLOOMFIELD,"2,90",,Mer 9h-11h,,I,,4,,"296970,42","5041964,33",,
,0002051,15,Outremont,FAIRMOUNT,,  1185,parterre,"296965,52","5041955,98",,ACER PLATANOIDES,,,"41,00",2025-06.30,,façade,,,,"L'EPEE, DE",BLOOMFIELD,"2,90",,Mer 9h-11h,,I,,4,,"296965,52","5041955,98",,
,0002052,15,Outremont,FAIRMOUNT,,  1185,parterre,"296956,31","5041942,31",,ACER SACCHARINUM,,,"61,00",2025-07.08,,façade,,,,"L'EPEE, DE",BLOOMFIELD,"2,90",,0,,I,,4,,"296956,31","5041942,31",,
,0002054,15,Outremont,FAIRMOUNT,,  1130,parterre,"297011,10","5042002,90",,ACER PLATANOIDES,,,"31,00",2025-06.30,,façade,,,,QUERBES,"L'EPEE, DE","2,60",,Tout temps,,P,,4,,"297011,10","5042002,90",,
,0002055,15,Outremont,FAIRMOUNT,,  1126,parterre,"297017,99","5042012,80",,ACER PLATANOIDES,,,"32,00",2025-06.30,,sur le côté façade,,,,QUERBES,"L'EPEE, DE","2,60",,Tout temps,,P,,4,,"297017,99","5042012,80",,
,0002056,15,Outremont,FAIRMOUNT,,  1126,parterre,"297022,43","5042023,90",,ACER PLATANOIDES,,,"33,00",2024-07.25,,sur le côté façade,,,,QUERBES,"L'EPEE, DE","2,60",,Tout temps,,P,,4,,"297022,43","5042023,90",,
,0002057,15,Outremont,FAIRMOUNT,,  1127,parterre,"297011,80","5042032,80",,ACER SACCHARINUM,,,"57,00",2025-06.27,,façade,,,,QUERBES,"L'EPEE, DE","4,60",,Mer 9h-11h,,I,,4,,"297011,80","5042032,80",,
,0002058,15,Outremont,FAIRMOUNT,,  1127,parterre,"297006,05","5042022,58",,ACER PLATANOIDES  DEBORAH,,,"29,00",2025-06.27,,façade,,,,QUERBES,"L'EPEE, DE","4,60",,Mer 9h-11h,,I,,4,,"297006,05","5042022,58",,
,0002060,15,Outremont,FAIRMOUNT,,  1127,parterre,"296995,12","5042006,88",,ACER PLATANOIDES  DEBORAH,,,"27,00",2025-06.27,,façade,,,,QUERBES,"L'EPEE, DE","4,60",,Mer 9h-11h,,I,,4,,"296995,12","5042006,88",,
,0002061,15,Outremont,FAIRMOUNT,,  1090,parterre,"297039,45","5042048,94",,QUERCUS ROBUR  FASTIGIATA,,,"4,00",2023-07.26,,façade,,,,DUROCHER,QUERBES,"0,00",,Tout temps,,P,,4,,"297039,45","5042048,94",,
,0002062,15,Outremont,FAIRMOUNT,,  1090,parterre,"297042,97","5042056,23",,ACER PLATANOIDES,,,"56,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Tout temps,,P,,4,,"297042,97","5042056,23",,
,0002063,15,Outremont,FAIRMOUNT,,  1090,parterre,"297046,41","5042061,92",,ACER PLATANOIDES,,,"49,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Tout temps,,P,,4,,"297046,41","5042061,92",,
,0002064,15,Outremont,FAIRMOUNT,,  1090,parterre,"297053,11","5042067,21",,ACER PLATANOIDES,,,"29,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Tout temps,,P,,4,,"297053,11","5042067,21",,
,0002065,15,Outremont,FAIRMOUNT,,  1060,parterre,"297055,85","5042074,86",,ACER PLATANOIDES,,,"54,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Tout temps,,P,,4,,"297055,85","5042074,86",,
,0002066,15,Outremont,FAIRMOUNT,,  1060,parterre,"297061,67","5042080,57",,ACER PLATANOIDES  DEBORAH,,,"26,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Mer 9h-11h,,P,,4,,"297061,67","5042080,57",,
,0002067,15,Outremont,FAIRMOUNT,,  1060,parterre,"297065,11","5042090,73",,ACER SACCHARINUM,,,"47,00",2024-07.25,,façade,,,,DUROCHER,QUERBES,"2,60",,Tout temps,,P,,4,,"297065,11","5042090,73",,
,0002069,15,Outremont,FAIRMOUNT,,  1061,parterre,"297048,00","5042088,04",,OSTRYA VIRGINIANA,,,"5,00",2025-05.05,,sur le côté façade,,,,DUROCHER,QUERBES,"6,00",,Mer 9h-11h,,I,,4,,"297048,00","5042088,04",,
,0002070,15,Outremont,FAIRMOUNT,,  1061,parterre,"297045,39","5042083,87",,ACER PLAT. CRIMSON KING,,,"37,00",2025-02.27,,sur le côté façade,,,,DUROCHER,QUERBES,"6,00",,0,,I,,4,,"297045,39","5042083,87",,
,0002071,15,Outremont,FAIRMOUNT,,  1061,parterre,"297039,30","5042075,91",,ACER PLAT. CRIMSON KING,,,"38,00",2025-06.27,,sur le côté façade,,,,DUROCHER,QUERBES,"6,00",,Mer 9h-11h,,I,,4,,"297039,30","5042075,91",,
,0002072,15,Outremont,FAIRMOUNT,,  1061,parterre,"297031,85","5042063,49",,GINKGO BILOBA 'AUTUMN GOLD',,,"5,00",2021-08.12,,sur le côté gauche,,,,DUROCHER,QUERBES,"0,00",,Mer 9h-11h,,I,,4,,"297031,85","5042063,49",,
,0002073,15,Outremont,FAIRMOUNT,,  1061,parterre,"297028,45","5042056,75",,ACER PLATANOIDES,,,"29,00",2025-06.27,,sur le côté gauche,,,,DUROCHER,QUERBES,"3,00",,Mer 9h-11h,,I,,4,,"297028,45","5042056,75",,
,0002074,15,Outremont,FAIRMOUNT,,  1028,parterre,"297082,76","5042116,43",,ACER PLATANOIDES,,,"66,00",2025-02.27,,droite,,,,HUTCHISON,DUROCHER,"3,00",,Tout temps,,P,,4,,"297082,76","5042116,43",,
,0002075,15,Outremont,FAIRMOUNT,,  1028,parterre,"297084,72","5042119,99",,ACER PLATANOIDES COLUMNARE,,,"26,00",2024-07.25,,façade,,,,HUTCHISON,DUROCHER,"3,00",,Tout temps,,P,,4,,"297084,72","5042119,99",,
,0002076,15,Outremont,FAIRMOUNT,,  1028,parterre,"297087,14","5042124,87",,ACER PLATANOIDES COLUMNARE,,,"18,00",2021-08.12,,façade,,,,HUTCHISON,DUROCHER,"0,00",,Tout temps,,P,,4,,"297087,14","5042124,87",,
,0002078,15,Outremont,FAIRMOUNT,,  1026,parterre,"297092,99","5042131,54",,PRUNUS,,,"6,00",2021-08.12,,façade,,,,HUTCHISON,DUROCHER,"0,00",,0,,P,,4,,"297092,99","5042131,54",,
,0002081,15,Outremont,FAIRMOUNT,,  1022,parterre,"297111,07","5042162,84",,ACER PLATANOIDES,,,"52,00",2024-07.25,,sur le côté façade,,,,HUTCHISON,DUROCHER,"3,00",,Tout temps,,P,,4,,"297111,07","5042162,84",,
,0002082,15,Outremont,FAIRMOUNT,,  1025,parterre,"297083,73","5042142,18",,ACER PLATANOIDES,,,"54,00",2025-02.27,,sur le côté façade,,,,HUTCHISON,DUROCHER,"5,00",,Mer 9h-11h,,I,,4,,"297083,73","5042142,18",,
,0002083,15,Outremont,FAIRMOUNT,,  1025,parterre,"297076,78","5042134,11",,ACER PLATANOIDES  DEBORAH,,,"34,00",2024-07.25,,sur le côté façade,,,,HUTCHISON,DUROCHER,"5,00",,Mer 9h-11h,,I,,4,,"297076,78","5042134,11",,
,0002084,15,Outremont,FAIRMOUNT,,  1025,parterre,"297071,45","5042122,51",,ULMUS AMERICANA 'PRINCETON',,,"5,00",2021-08.12,,sur le côté façade,,,,HUTCHISON,DUROCHER,"0,00",,Mer 9h-11h,,I,,4,,"297071,45","5042122,51",,
,0002085,15,Outremont,OUTREMONT,,   401,parterre,"296496,46","5042003,14",,GLEDITSIA T. I.  SKYLINE,,,"16,00",2025-02.27,,sur le côté façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296496,46","5042003,14",,
,0002086,15,Outremont,OUTREMONT,,   401,parterre,"296494,29","5042008,28",,ACER SACCHARINUM,,,"83,00",2025-02.27,,sur le côté façade,,,,SAINT-VIATEUR,BERNARD,"6,70",,Mer 9h-11h,,I,,4,,"296494,29","5042008,28",,
,0002087,15,Outremont,OUTREMONT,,   401,parterre,"296474,99","5042017,00",,ACER PLATANOIDES,,,"73,00",2025-02.27,,sur le côté gauche,,,,SAINT-VIATEUR,BERNARD,"3,80",,Mer 9h-11h,,I,,4,,"296474,99","5042017,00",,
,0002088,15,Outremont,OUTREMONT,,   443,parterre,"296471,27","5042022,54",,PICEA GLAUCA,,,"24,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"7,80",,Mer 9h-11h,,I,,4,,"296471,27","5042022,54",,
,0002089,15,Outremont,OUTREMONT,,   443,parterre,"296463,97","5042023,24",,ACER SACCHARINUM,,,"96,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,80",,Mer 9h-11h,,I,,4,,"296463,97","5042023,24",,
,0002090,15,Outremont,OUTREMONT,,   447,parterre,"296455,40","5042029,18",,GLEDITSIA T. I.  SKYLINE,,,"22,00",2024-09.12,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296455,40","5042029,18",,
,0002091,15,Outremont,OUTREMONT,,   453,parterre,"296448,17","5042031,96",,TILIA CORDATA,,,"56,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,50",,Mer 9h-11h,,I,,4,,"296448,17","5042031,96",,
,0002092,15,Outremont,OUTREMONT,,   457,parterre,"296441,11","5042038,17",,ACER PLATANOIDES,,,"95,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"3,70",,Mer 9h-11h,,I,,4,,"296441,11","5042038,17",,
,0002093,15,Outremont,OUTREMONT,,   457,parterre,"296434,63","5042041,38",,ACER PLATANOIDES,,,"51,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,90",,Mer 9h-11h,,I,,4,,"296434,63","5042041,38",,
,0002094,15,Outremont,OUTREMONT,,   469,parterre,"296423,14","5042049,23",,ACER PLATANOIDES,,,"71,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"3,90",,Mer 9h-11h,,I,,4,,"296423,14","5042049,23",,
,0002095,15,Outremont,OUTREMONT,,   475,parterre,"296417,11","5042053,47",,ACER PLATANOIDES,,,"68,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"3,80",,Mer 9h-11h,,I,,4,,"296417,11","5042053,47",,
,0002096,15,Outremont,OUTREMONT,,   475,parterre,"296407,87","5042057,79",,GLEDITSIA T. I.  SKYLINE,,,"21,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296407,87","5042057,79",,
,0002097,15,Outremont,OUTREMONT,,   485,parterre,"296401,25","5042062,51",,ACER PLATANOIDES,,,"31,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,60",,Mer 9h-11h,,I,,4,,"296401,25","5042062,51",,
,0002098,15,Outremont,OUTREMONT,,   497,parterre,"296394,03","5042066,99",,GLEDITSIA T. 'STREET KEEPER',,,"5,00",2025-07.18,,gauche,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296394,03","5042066,99",,
,0002099,15,Outremont,OUTREMONT,,   513,parterre,"296371,72","5042081,48",,AESCULUS H.  BAUMANII,,,"5,00",2024-10.08,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296371,72","5042081,48",,
,0002100,15,Outremont,OUTREMONT,,   523,parterre,"296358,77","5042089,43",,ACER PLATANOIDES,,,"68,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,80",,Mer 9h-11h,,I,,4,,"296358,77","5042089,43",,
,0002101,15,Outremont,OUTREMONT,,   523,parterre,"296350,96","5042093,62",,GLEDITSIA T. I.  SKYLINE,,,"15,00",2023-08.30,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296350,96","5042093,62",,
,0002102,15,Outremont,OUTREMONT,,   535,parterre,"296344,66","5042098,45",,ACER PLATANOIDES,,,"29,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,90",,Mer 9h-11h,,I,,4,,"296344,66","5042098,45",,
,0002104,15,Outremont,OUTREMONT,,   541,parterre,"296331,44","5042106,63",,ACER PLATANOIDES,,,"73,00",2025-02.27,,droite,,,,SAINT-VIATEUR,BERNARD,"3,90",,Mer 9h-11h,,I,,4,,"296331,44","5042106,63",,
,0002105,15,Outremont,OUTREMONT,,   551,parterre,"296319,46","5042113,38",,ACER PLATANOIDES,,,"37,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,70",,Mer 9h-11h,,I,,4,,"296319,46","5042113,38",,
,0002106,15,Outremont,OUTREMONT,,   555,parterre,"296311,93","5042118,37",,ACER SACCHARINUM,,,"89,00",2025-11.21,,façade,,,,SAINT-VIATEUR,BERNARD,"3,70",,Mer 9h-11h,,I,,4,,"296311,93","5042118,37",,
,0002107,15,Outremont,OUTREMONT,,   563,parterre,"296305,76","5042122,86",,ACER PLATANOIDES,,,"70,00",2024-07.25,,façade,,,,SAINT-VIATEUR,BERNARD,"3,70",,Mer 9h-11h,,I,,4,,"296305,76","5042122,86",,
,0002108,15,Outremont,OUTREMONT,,   567,parterre,"296299,00","5042128,79",,ULMUS AMERICANA 'VALLEY FORGE',,,"5,00",2025-05.01,,façade,,,,SAINT-VIATEUR,BERNARD,"3,80",,Mer 9h-11h,,I,,4,,"296299,00","5042128,79",,
,0002109,15,Outremont,OUTREMONT,,   575,parterre,"296285,68","5042134,58",,ULMUS AMERICANA 'PRINCETON',,,"5,00",2023-05.10,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296285,68","5042134,58",,
,0002110,15,Outremont,OUTREMONT,,   585,parterre,"296275,35","5042141,45",,ULMUS 'ACCOLADE',,,"20,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"0,00",,Mer 9h-11h,,I,,4,,"296275,35","5042141,45",,
,0002111,15,Outremont,OUTREMONT,,   585,parterre,"296261,21","5042151,44",,ACER PLATANOIDES,,,"54,00",2025-02.27,,façade,,,,SAINT-VIATEUR,BERNARD,"4,10",,Mer 9h-11h,,I,,4,,"296261,21","5042151,44",,
,0002112,15,Outremont,OUTREMONT,,   625,parterre,"296209,03","5042187,11",,GYMNOCLADUS DIOICUS,,,"10,00",2021-08.11,,façade,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296209,03","5042187,11",,
,0002113,15,Outremont,OUTREMONT,,   625,parterre,"296197,79","5042195,26",,ACER NEGUNDO,,,"58,00",2025-07.22,,façade,,,,BERNARD,LAJOIE,"4,70",,Jeu 13h-15h,,I,,3,,"296197,79","5042195,26",,
,0002114,15,Outremont,OUTREMONT,,   655,parterre,"296188,54","5042203,22",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"6,00",2021-08.11,,droite,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296188,54","5042203,22",,
,0002115,15,Outremont,OUTREMONT,,   655,parterre,"296181,89","5042205,97",,GYMNOCLADUS DIOICUS 'ESPRESSO',,,"5,00",2021-08.11,,façade,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296181,89","5042205,97",,
,0002116,15,Outremont,OUTREMONT,,   655,parterre,"296165,76","5042217,89",,GYMNOCLADUS DIOICUS,,,"8,00",2021-08.11,,façade,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296165,76","5042217,89",,
,0002117,15,Outremont,OUTREMONT,,   655,parterre,"296156,60","5042221,14",,TILIA CORDATA,,,"45,00",2024-07.25,,façade,,,,BERNARD,LAJOIE,"3,60",,Jeu 13h-15h,,I,,3,,"296156,60","5042221,14",,
,0002118,15,Outremont,OUTREMONT,,   655,arbre en carré,"296148,93","5042226,48",,GYMNOCLADUS DIOICUS,,,"5,00",2017-01.17,,gauche,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296148,93","5042226,48",,
,0002119,15,Outremont,OUTREMONT,,   685,arbre en carré,"296141,18","5042231,36",,ACER PLATANOIDES  DEBORAH,,,"20,00",2024-07.25,,droite,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296141,18","5042231,36",,
,0002120,15,Outremont,OUTREMONT,,   685,arbre en carré,"296138,52","5042233,04",,ACER PLATANOIDES  DEBORAH,,,"17,00",1899-12.30,,façade,,,,BERNARD,LAJOIE,"0,00",,Jeu 13h-15h,,I,,3,,"296138,52","5042233,04",,
,0002121,15,Outremont,OUTREMONT,,   685,arbre en carré,"296135,91","5042234,44",,PRUNUS VIRGINIANA  SHUBERT,,,"23,00",2024-07.25,,façade,,,,BERNARD,LAJOIE,"3,30",,Tout temps,,I,,3,,"296135,91","5042234,44",,
,0002122,15,Outremont,OUTREMONT,,   685,arbre en carré,"296122,56","5042241,89",,PRUNUS VIRGINIANA  SHUBERT,,,"24,00",2024-07.25,,façade,,,,BERNARD,LAJOIE,"3,30",,Tout temps,,I,,3,,"296122,56","5042241,89",,
,0002123,15,Outremont,OUTREMONT,,   685,arbre en carré,"296120,10","5042244,52",,SYRINGA RETICULATA,,,"28,00",2024-07.25,,façade,,,,BERNARD,LAJOIE,"3,30",,Tout temps,,I,,3,,"296120,10","5042244,52",,
,0002124,15,Outremont,OUTREMONT,,   701,parterre,"296093,71","5042262,20",,ACER PLATANOIDES,,,"44,00",2024-07.25,,sur le côté façade,,,,LAJOIE,VAN HORNE,"3,50",,Jeu 13h-15h,,I,,3,,"296093,71","5042262,20",,
,0002126,15,Outremont,OUTREMONT,,   701,parterre,"296082,47","5042269,10",,ACER PLATANOIDES,,,"43,00",2024-07.25,,sur le côté façade,,,,LAJOIE,VAN HORNE,"3,50",,Jeu 13h-15h,,I,,3,,"296082,47","5042269,10",,
,0002127,15,Outremont,OUTREMONT,,   717,parterre,"296066,61","5042279,27",,ACER PLATANOIDES  SUPERFORM,,,"23,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,60",,Jeu 13h-15h,,I,,3,,"296066,61","5042279,27",,
,0002128,15,Outremont,OUTREMONT,,   719,parterre,"296059,67","5042284,01",,ACER PLATANOIDES,,,"36,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,50",,Jeu 13h-15h,,I,,3,,"296059,67","5042284,01",,
,0002129,15,Outremont,OUTREMONT,,   725,parterre,"296051,01","5042289,50",,SYRINGA R.  IVORY SILK,,,"12,00",2021-08.11,,façade,,,,LAJOIE,VAN HORNE,"0,00",,Jeu 13h-15h,,I,,3,,"296051,01","5042289,50",,
,0002130,15,Outremont,OUTREMONT,,   727,parterre,"296042,38","5042294,50",,ACER PLATANOIDES,,,"31,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,10",,Jeu 13h-15h,,I,,3,,"296042,38","5042294,50",,
,0002131,15,Outremont,OUTREMONT,,   731,parterre,"296037,03","5042297,74",,ACER PLATANOIDES  DEBORAH,,,"23,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,30",,Jeu 13h-15h,,I,,3,,"296037,03","5042297,74",,
,0002132,15,Outremont,OUTREMONT,,   733,parterre,"296030,12","5042302,20",,ACER PLATANOIDES,,,"25,00",2024-07.25,,façade,,,,LAJOIE,VAN HORNE,"3,30",,Jeu 13h-15h,,I,,3,,"296030,12","5042302,20",,
